id,file_path,speech,speaker
fem_a0529,train/fem/arctic_a0529.wav,"As I say, he had tapped the message very rapidly.",fem
ahw_a0492,train/ahw/arctic_a0492.wav,Burnt out like the crater of a volcano. ,ahw
clb_b0358,train/clb/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip.,clb
lnh_b0125,train/lnh/arctic_b0125.wav,It was the third or fourth time that Philip had heard MacDougall swear.,lnh
gka_a0205,train/gka/arctic_a0205.wav,From now on we're pals.,gka
ljm_a0174,train/ljm/arctic_a0174.wav,They were the presage of storm.,ljm
aew_a0348,train/aew/arctic_a0348.wav,They only lifted seven hundred and fifty.,aew
awb_b0465,train/awb/arctic_b0465.wav,Take my advice and accept the vacation.,awb
awb_a0054,train/awb/arctic_a0054.wav,There was nothing on the rock.,awb
bdl_b0179,train/bdl/arctic_b0179.wav,Let them go out and eat with my boys.,bdl
fem_a0349,train/fem/arctic_a0349.wav,"It was simple, in its way, and no virtue of his.",fem
slp_a0216,train/slp/arctic_a0216.wav,The other felt a sudden wave of irritation rush through him.,slp
lnh_a0166,train/lnh/arctic_a0166.wav,Two days ago Jeanne learned where her father's men were hiding.,lnh
ksp_b0061,train/ksp/arctic_b0061.wav,"Something about it seemed to fascinate him, to challenge his presence.",ksp
clb_a0086,train/clb/arctic_a0086.wav,Death had come with terrible suddenness.,clb
awb_b0541,train/awb/arctic_b0541.wav,"You were making them talk shop, Ruth charged him.",awb
bdl_a0004,train/bdl/arctic_a0004.wav,"Lord, but I'm glad to see you again, Phil.",bdl
aup_a0535,train/aup/arctic_a0535.wav,A new preacher and a new doctrine come to Jerusalem.,aup
axb_a0184,train/axb/arctic_a0184.wav,"Don't you see, I'm chewing this thing in two.",axb
clb_b0059,train/clb/arctic_b0059.wav,In moments of mental energy Philip was restless.,clb
jmk_b0118,train/jmk/arctic_b0118.wav,"We saw your light, and thought you wouldn't mind a call.",jmk
rxr_a0199,train/rxr/arctic_a0199.wav,Thus had the raw wilderness prepared him for this day.,rxr
rms_b0087,train/rms/arctic_b0087.wav,They will search for us between their camp and Churchill.,rms
ksp_b0357,train/ksp/arctic_b0357.wav,The Law of Club and Fang,ksp
ksp_a0292,train/ksp/arctic_a0292.wav,"Here, in the midmorning, the first casualty occurred.",ksp
axb_a0556,train/axb/arctic_a0556.wav,"Why, he's bought forty pounds of goods from you already.",axb
lnh_b0369,train/lnh/arctic_b0369.wav,"You see, we were teaching ourselves.",lnh
ksp_a0107,train/ksp/arctic_a0107.wav,If you only could know how I thank you.,ksp
slp_a0091,train/slp/arctic_a0091.wav,His blood grew hot with rage at the thought.,slp
ksp_b0076,train/ksp/arctic_b0076.wav,Before Philip could recover himself Jeanne's startled guards were upon him.,ksp
aew_b0198,train/aew/arctic_b0198.wav,I use great trouble advisedly.,aew
ahw_a0448,train/ahw/arctic_a0448.wav,"I was Hump, cabin boy on the schooner Ghost. ",ahw
fem_a0250,train/fem/arctic_a0250.wav,He had observed the business life of Hawaii and developed a vaulting ambition.,fem
bdl_a0280,train/bdl/arctic_a0280.wav,I'll be out of my head in fifteen minutes.,bdl
awb_a0111,train/awb/arctic_a0111.wav,Do you know that you are shaking my confidence in you.,awb
jmk_a0390,train/jmk/arctic_a0390.wav,I'll go over tomorrow afternoon.,jmk
clb_b0151,train/clb/arctic_b0151.wav,"It was steel, a fisher trap.",clb
awb_a0442,train/awb/arctic_a0442.wav,"At sea, Wednesday, March 18, 1908.",awb
clb_b0284,train/clb/arctic_b0284.wav,"There was one difficulty, however.",clb
eey_a0508,train/eey/arctic_a0508.wav,Soon shall it be thrust back from off prostrate humanity.,eey
bdl_a0258,train/bdl/arctic_a0258.wav,Soaked in seawater they offset the heat rays.,bdl
rms_b0195,train/rms/arctic_b0195.wav,Nobody knows how the natives got them.,rms
slt_a0141,train/slt/arctic_a0141.wav,It seems like a strange pointing of the hand of God.,slt
awb_b0290,train/awb/arctic_b0290.wav,"He placed his paw on one, and its movements were accelerated.",awb
lnh_b0412,train/lnh/arctic_b0412.wav,"Ah, it was sweet in my ears.",lnh
clb_b0271,train/clb/arctic_b0271.wav,"It was put together in a casual, helter-skelter sort of way.",clb
fem_a0351,train/fem/arctic_a0351.wav,It was more like sugar.,fem
aew_a0469,train/aew/arctic_a0469.wav,The eastern heavens were equally spectacular.,aew
rms_a0531,train/rms/arctic_a0531.wav,In what bucolic school of fence he had been taught was beyond imagining.,rms
axb_a0558,train/axb/arctic_a0558.wav,"And the foundation stone of service, in his case, was obedience.",axb
axb_a0590,train/axb/arctic_a0590.wav,In a way he is my protege.,axb
slp_a0266,train/slp/arctic_a0266.wav,"They handled two men already, both grub-thieves.",slp
gka_a0156,train/gka/arctic_a0156.wav,A strange fire burned in his eyes when Thorpe turned.,gka
clb_b0113,train/clb/arctic_b0113.wav,There was something pathetic in the girl's attitude now.,clb
rms_b0326,train/rms/arctic_b0326.wav,Our Mr Howison will call upon you at your hotel.,rms
ksp_a0143,train/ksp/arctic_a0143.wav,"Ah, I had forgotten, he exclaimed.",ksp
ljm_a0422,train/ljm/arctic_a0422.wav,Halfway around the track one donkey got into an argument with its rider.,ljm
rms_b0528,train/rms/arctic_b0528.wav,Captain Doane's orders were swiftly obeyed.,rms
aew_a0097,train/aew/arctic_a0097.wav,Then you can arrange yourself comfortably among these robes in the bow.,aew
fem_a0059,train/fem/arctic_a0059.wav,His immaculate appearance was gone.,fem
ljm_a0438,train/ljm/arctic_a0438.wav,"At sea, Monday, March 16, 1908.",ljm
ksp_b0301,train/ksp/arctic_b0301.wav,A flying arrow passed between us.,ksp
bdl_a0265,train/bdl/arctic_a0265.wav,The discovery seemed to have been made on the spur of the moment.,bdl
ksp_b0046,train/ksp/arctic_b0046.wav,Philip produced a couple of cigars and took a chair opposite him.,ksp
slt_b0148,train/slt/arctic_b0148.wav,The Indian even poked his stick into the thick ground spruce.,slt
axb_a0563,train/axb/arctic_a0563.wav,Mrs McFee's jaws brought together with a snap.,axb
slp_a0373,train/slp/arctic_a0373.wav,"Points of view, new ideas, life.",slp
clb_a0351,train/clb/arctic_a0351.wav,It was more like sugar.,clb
jmk_a0421,train/jmk/arctic_a0421.wav,"By golly, the boy wins.",jmk
rms_a0214,train/rms/arctic_a0214.wav,"Besides, he was paid one case of tobacco per head.",rms
axb_a0375,train/axb/arctic_a0375.wav,The butchers and meat cutters refused to handle meat destined for unfair restaurants.,axb
slt_b0430,train/slt/arctic_b0430.wav,They were babbling and chattering all together.,slt
jmk_b0405,train/jmk/arctic_b0405.wav,"And each year something happened, and I did not go.",jmk
gka_a0033,train/gka/arctic_a0033.wav,"He unfolded a long typewritten letter, and handed it to Gregson.",gka
slt_a0173,train/slt/arctic_a0173.wav,The date was nearly eighteen years old.,slt
clb_b0124,train/clb/arctic_b0124.wav,"Two weeks passed, and in that time Thorpe left camp three times.",clb
rxr_c0071,train/rxr/arctic_c0071.wav,"And into this conglomerate of the races, Ah Chun introduced the Mongolian mixture.",rxr
aew_b0064,train/aew/arctic_b0064.wav,"I'm going down there with you, and I'm going to fight.",aew
bdl_a0240,train/bdl/arctic_a0240.wav,Wash your hands of me.,bdl
aew_b0407,train/aew/arctic_b0407.wav,"Of course much grumbling went on, and little outbursts were continually occurring.",aew
lnh_a0037,train/lnh/arctic_a0037.wav,I was the only one who remained sitting.,lnh
axb_a0284,train/axb/arctic_a0284.wav,There was no forecasting this strange girl's processes.,axb
rms_b0505,train/rms/arctic_b0505.wav,How valiantly I went at it that first day.,rms
clb_b0459,train/clb/arctic_b0459.wav,They are not biologists nor sociologists.,clb
aew_b0312,train/aew/arctic_b0312.wav,"Dig in; you're sure good, was Daylight's answer.",aew
lnh_b0070,train/lnh/arctic_b0070.wav,There was no chance to fire without hitting him.,lnh
gka_a0271,train/gka/arctic_a0271.wav,Now please give a plain statement of what occurred.,gka
slp_a0024,train/slp/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy.,slp
bdl_a0553,train/bdl/arctic_a0553.wav,"I am writing these lines in Honolulu, Hawaii.",bdl
rxr_a0015,train/rxr/arctic_a0015.wav,It's the aurora borealis.,rxr
jmk_b0109,train/jmk/arctic_b0109.wav,Philip ate lightly of the food which Pierre had ready for him.,jmk
aup_a0136,train/aup/arctic_a0136.wav,"About him, everywhere, were the evidences of luxury and of age.",aup
jmk_b0182,train/jmk/arctic_b0182.wav,I was in New York when the crash came.,jmk
slp_a0277,train/slp/arctic_a0277.wav,"McCoy found a stifling, poisonous atmosphere in the pent cabin.",slp
axb_a0109,train/axb/arctic_a0109.wav,Do you know that you are shaking my confidence in you.,axb
lnh_a0421,train/lnh/arctic_a0421.wav,"By golly, the boy wins.",lnh
jmk_a0325,train/jmk/arctic_a0325.wav,Whiz-zip-bang. Lop-Ear screamed with sudden anguish.,jmk
eey_a0487,train/eey/arctic_a0487.wav,"The river bared its bosom, and snorting steamboats challenged the wilderness.",eey
clb_b0527,train/clb/arctic_b0527.wav,The very idea of it was preposterous.,clb
fem_a0215,train/fem/arctic_a0215.wav,They die out of spite.,fem
slt_a0187,train/slt/arctic_a0187.wav,Ahead of them they saw a glimmer of sunshine.,slt
rms_a0460,train/rms/arctic_a0460.wav,I had forgotten their existence.,rms
lnh_a0200,train/lnh/arctic_a0200.wav,"He leapt again, and the club caught him once more.",lnh
jmk_b0196,train/jmk/arctic_b0196.wav,"How can you manage all alone, Mr Young.",jmk
bdl_b0400,train/bdl/arctic_b0400.wav,How could I answer the question on the spur of the moment.,bdl
clb_b0116,train/clb/arctic_b0116.wav,"I have hunted along this ridge, replied Philip.",clb
lnh_a0522,train/lnh/arctic_a0522.wav,For such countries nothing remained but reorganization.,lnh
jmk_b0027,train/jmk/arctic_b0027.wav,"And there's no chivalry, no quarter shown in this fight.",jmk
aew_b0359,train/aew/arctic_b0359.wav,"And as never before, he was ready to obey.",aew
gka_a0431,train/gka/arctic_a0431.wav,Wada and Nakata were in a bit of a funk.,gka
aup_a0216,train/aup/arctic_a0216.wav,The other felt a sudden wave of irritation rush through him.,aup
bdl_a0060,train/bdl/arctic_a0060.wav,"Anyway, no one saw her like that.",bdl
clb_a0040,train/clb/arctic_a0040.wav,I suppose you wonder why she is coming up here.,clb
clb_b0146,train/clb/arctic_b0146.wav,"After all, it was simply a mistake in judgment.",clb
jmk_a0104,train/jmk/arctic_a0104.wav,She was sleeping under his protection as sweetly as a child.,jmk
slp_a0243,train/slp/arctic_a0243.wav,I only read the quotations.,slp
slp_a0085,train/slp/arctic_a0085.wav,A trickle of fresh blood ran over his face.,slp
clb_a0415,train/clb/arctic_a0415.wav,It lasted as a deterrent for two days.,clb
aew_a0513,train/aew/arctic_a0513.wav,We must give ourselves and not our money alone.,aew
slp_a0276,train/slp/arctic_a0276.wav,Oolong Atoll was one hundred and forty miles in circumference.,slp
rms_a0515,train/rms/arctic_a0515.wav,But here amongst ourselves let us speak out.,rms
slp_a0369,train/slp/arctic_a0369.wav,"In partnership with Daylight, the pair raided the San Jose Interurban.",slp
fem_a0322,train/fem/arctic_a0322.wav,This is a common experience with all of us.,fem
ahw_a0279,train/ahw/arctic_a0279.wav,She said with chattering teeth. ,ahw
lnh_a0103,train/lnh/arctic_a0103.wav,But there came no promise from the bow of the canoe.,lnh
slp_a0496,train/slp/arctic_a0496.wav,And Tom King patiently endured.,slp
ljm_a0450,train/ljm/arctic_a0450.wav,No man ate of the seal meat or the oil.,ljm
rxr_a0395,train/rxr/arctic_a0395.wav,"As for himself, weren't the street railway earnings increasing steadily.",rxr
axb_a0144,train/axb/arctic_a0144.wav,But there was something even more startling than this resemblance.,axb
eey_a0315,train/eey/arctic_a0315.wav,"Saxon waited, for she knew a fresh idea had struck Billy.",eey
lnh_b0464,train/lnh/arctic_b0464.wav,I could not agree with Ernest.,lnh
aew_a0352,train/aew/arctic_a0352.wav,"I'm sure going along with you all, Elijah.",aew
rms_b0327,train/rms/arctic_b0327.wav,He had been so easy.,rms
jmk_b0238,train/jmk/arctic_b0238.wav,The very thought of the effort to swim over was nauseating.,jmk
ahw_a0404,train/ahw/arctic_a0404.wav,Perrault found one with head buried in the grub box. ,ahw
ahw_a0066,train/ahw/arctic_a0066.wav,He saw Jeanne falter for a moment. ,ahw
eey_a0150,train/eey/arctic_a0150.wav,"Goodbye, Pierre, he shouted.",eey
awb_a0200,train/awb/arctic_a0200.wav,Sometimes her dreams were filled with visions.,awb
slt_b0507,train/slt/arctic_b0507.wav,Did I possess too much vitality.,slt
ksp_a0257,train/ksp/arctic_a0257.wav,"They are coming ashore, whoever they are.",ksp
jmk_a0233,train/jmk/arctic_a0233.wav,I never allow what can't be changed to annoy me.,jmk
axb_a0258,train/axb/arctic_a0258.wav,Soaked in seawater they offset the heat rays.,axb
fem_a0264,train/fem/arctic_a0264.wav,"And I hope you've got plenty of chain out, Captain Young.",fem
gka_a0032,train/gka/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step.,gka
jmk_b0146,train/jmk/arctic_b0146.wav,"After all, it was simply a mistake in judgment.",jmk
awb_b0081,train/awb/arctic_b0081.wav,You were going to leave after you saw me on the rock.,awb
slp_a0117,train/slp/arctic_a0117.wav,"She added, with genuine sympathy in her face and voice.",slp
clb_a0398,train/clb/arctic_a0398.wav,"In the car were Unwin and Harrison, while Jones sat with the chauffeur.",clb
ljm_a0445,train/ljm/arctic_a0445.wav,"The creative joy, I murmured.",ljm
gka_a0152,train/gka/arctic_a0152.wav,Philip thrust himself against it and entered.,gka
awb_a0063,train/awb/arctic_a0063.wav,"Yes It was a man who asked, a stranger.",awb
awb_a0048,train/awb/arctic_a0048.wav,"He looked at the handkerchief more, closely.",awb
awb_b0346,train/awb/arctic_b0346.wav,There's not an iota of truth in it.,awb
slp_a0096,train/slp/arctic_a0096.wav,Perhaps she had already met her fate a little deeper in the forest.,slp
fem_a0540,train/fem/arctic_a0540.wav,"Yea, so are all the lesser animals of today clean.",fem
ljm_a0361,train/ljm/arctic_a0361.wav,"But he did not broach it, preferring to mature it carefully.",ljm
rxr_a0300,train/rxr/arctic_a0300.wav,From my earliest recollection my sleep was a period of terror.,rxr
aew_a0030,train/aew/arctic_a0030.wav,I had faith in them.,aew
aew_a0171,train/aew/arctic_a0171.wav,"And when you come back in a few days, bring Eileen.",aew
awb_a0293,train/awb/arctic_a0293.wav,"The weeks had gone by, and no overt acts had been attempted.",awb
aew_b0519,train/aew/arctic_b0519.wav,"Yea, I will tell thee.",aew
lnh_a0004,train/lnh/arctic_a0004.wav,"Lord, but I'm glad to see you again, Phil.",lnh
clb_b0138,train/clb/arctic_b0138.wav,"And then, steadily, he began to chew.",clb
awb_b0091,train/awb/arctic_b0091.wav,For a full half-minute Jeanne looked at him without speaking.,awb
ksp_b0521,train/ksp/arctic_b0521.wav,"And he thought of Oona, and of her words.",ksp
ksp_b0292,train/ksp/arctic_b0292.wav,The Fire-Men wore animal skins around their waists and across their shoulders.,ksp
slt_a0232,train/slt/arctic_a0232.wav,"I cannot follow you, she said.",slt
rms_b0278,train/rms/arctic_b0278.wav,Now animals do not like mockery.,rms
jmk_b0193,train/jmk/arctic_b0193.wav,So was Packard's finish suicide.,jmk
clb_a0343,train/clb/arctic_a0343.wav,"You mean for this State, General, Alberta.",clb
jmk_a0021,train/jmk/arctic_a0021.wav,It fairly clubbed me into recognizing it.,jmk
slt_a0007,train/slt/arctic_a0007.wav,And you always want to see it in the superlative degree.,slt
rms_a0333,train/rms/arctic_a0333.wav,This is no place for you.,rms
rxr_a0079,train/rxr/arctic_a0079.wav,It was a large canoe.,rxr
rms_b0108,train/rms/arctic_b0108.wav,"It was a miracle, and I owe you my life.",rms
gka_a0158,train/gka/arctic_a0158.wav,Does that look good.,gka
bdl_b0513,train/bdl/arctic_b0513.wav,"He plodded on for half an hour, when the hallucination arose again.",bdl
rxr_c0025,train/rxr/arctic_c0025.wav,"Too much talk along you fella boy, she said severely.",rxr
clb_a0022,train/clb/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition.,clb
aew_b0372,train/aew/arctic_b0372.wav,Mr McVeigh told me about him.,aew
ksp_b0320,train/ksp/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter.,ksp
bdl_a0092,train/bdl/arctic_a0092.wav,"He went down in midstream, searching the shadows of both shores.",bdl
jmk_b0067,train/jmk/arctic_b0067.wav,Below him the shadow was broken into a pool of rippling starlight.,jmk
clb_a0253,train/clb/arctic_a0253.wav,He it was that lived to found the family of the Patino.,clb
awb_a0487,train/awb/arctic_a0487.wav,No-sir-ee.,awb
aew_b0423,train/aew/arctic_b0423.wav,"Also, at regular intervals, he would mutter.",aew
awb_b0444,train/awb/arctic_b0444.wav,I did not think you would be so early.,awb
ljm_a0366,train/ljm/arctic_a0366.wav,A wildly exciting time was his during the week preceding Thursday the eighteenth.,ljm
ljm_a0394,train/ljm/arctic_a0394.wav,It's the strap hangers that'll keep us from going under.,ljm
lnh_a0039,train/lnh/arctic_a0039.wav,The ship should be in within a week or ten days.,lnh
rms_b0235,train/rms/arctic_b0235.wav,"Raoul yelled, in order to make himself heard.",rms
aew_a0058,train/aew/arctic_a0058.wav,I came for information more out of curiosity than anything else.,aew
slp_a0553,train/slp/arctic_a0553.wav,"I am writing these lines in Honolulu, Hawaii.",slp
ljm_a0291,train/ljm/arctic_a0291.wav,"The weeks had gone by, and no overt acts had been attempted.",ljm
lnh_b0527,train/lnh/arctic_b0527.wav,The very idea of it was preposterous.,lnh
awb_b0302,train/awb/arctic_b0302.wav,"I pulled, suddenly, with all my might.",awb
aew_b0053,train/aew/arctic_b0053.wav,"That is why I am, am rattled, he laughed.",aew
ksp_b0036,train/ksp/arctic_b0036.wav,"He wondered, too, where Roscoe was.",ksp
rms_a0273,train/rms/arctic_a0273.wav,They are big trees and require plenty of room.,rms
slt_a0305,train/slt/arctic_a0305.wav,"They had no fixed values, to be altered by adjectives and adverbs.",slt
axb_a0478,train/axb/arctic_a0478.wav,"Also, she has forbidden them smoking their pipes in the after-room.",axb
aew_b0465,train/aew/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society.,aew
rxr_a0273,train/rxr/arctic_a0273.wav,They are big trees and require plenty of room.,rxr
bdl_a0235,train/bdl/arctic_a0235.wav,His voice was passionately rebellious.,bdl
jmk_b0425,train/jmk/arctic_b0425.wav,"There were orange-green, gold-green, and a copper-green.",jmk
bdl_a0057,train/bdl/arctic_a0057.wav,"I have no idea, replied Philip.",bdl
gka_a0090,train/gka/arctic_a0090.wav,The singing voice approached rapidly.,gka
lnh_a0337,train/lnh/arctic_a0337.wav,"Encouraged by my conduct, Big-Face became a sudden ally.",lnh
axb_a0197,train/axb/arctic_a0197.wav,"Such a dog the wise driver kills, or turns loose.",axb
awb_b0450,train/awb/arctic_b0450.wav,Sandel would never become a world champion.,awb
aup_a0534,train/aup/arctic_a0534.wav,"But Johannes could, and did.",aup
jmk_b0016,train/jmk/arctic_b0016.wav,He chuckled as he pulled out his pipe and began filling it.,jmk
ahw_a0069,train/ahw/arctic_a0069.wav,It was his intention to return to Eileen and her father. ,ahw
axb_a0059,train/axb/arctic_a0059.wav,His immaculate appearance was gone.,axb
slt_a0480,train/slt/arctic_a0480.wav,Tom Spink has a harpoon.,slt
ksp_b0130,train/ksp/arctic_b0130.wav,She saw the answer in his face.,ksp
jmk_a0206,train/jmk/arctic_a0206.wav,He says he bought him of Jacques Le Beau.,jmk
lnh_a0194,train/lnh/arctic_a0194.wav,He drank of the water cautiously.,lnh
lnh_a0437,train/lnh/arctic_a0437.wav,By that answer my professional medical prestige stood or fell.,lnh
aew_a0470,train/aew/arctic_a0470.wav,He spat it out like so much venom.,aew
lnh_a0466,train/lnh/arctic_a0466.wav,"Captain West may be a Samurai, but he is also human.",lnh
slt_a0129,train/slt/arctic_a0129.wav,Her face was against his breast.,slt
slt_a0196,train/slt/arctic_a0196.wav,He began to follow the footprints of the dog.,slt
slp_a0422,train/slp/arctic_a0422.wav,Halfway around the track one donkey got into an argument with its rider.,slp
clb_a0484,train/clb/arctic_a0484.wav,No-sir-ee.,clb
ksp_a0440,train/ksp/arctic_a0440.wav,"Yes, sir, I corrected.",ksp
lnh_b0067,train/lnh/arctic_b0067.wav,Below him the shadow was broken into a pool of rippling starlight.,lnh
clb_a0407,train/clb/arctic_a0407.wav,"Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.",clb
ljm_a0421,train/ljm/arctic_a0421.wav,"By golly, the boy wins.",ljm
rxr_a0493,train/rxr/arctic_a0493.wav,"The boy, O'Brien, was specially maltreated.",rxr
fem_a0020,train/fem/arctic_a0020.wav,Clubs and balls and cities grew to be only memories.,fem
axb_a0535,train/axb/arctic_a0535.wav,A new preacher and a new doctrine come to Jerusalem.,axb
gka_a0480,train/gka/arctic_a0480.wav,Tom Spink has a harpoon.,gka
clb_a0391,train/clb/arctic_a0391.wav,But he reconciled himself to it by an act of faith.,clb
bdl_b0527,train/bdl/arctic_b0527.wav,The very idea of it was preposterous.,bdl
rxr_a0452,train/rxr/arctic_a0452.wav,"Three oilers and a fourth engineer, was his greeting.",rxr
clb_a0438,train/clb/arctic_a0438.wav,"At sea, Monday, March 16, 1908.",clb
aew_b0164,train/aew/arctic_b0164.wav,They laughed like two happy children.,aew
gka_a0008,train/gka/arctic_a0008.wav,"Gad, your letter came just in time.",gka
aew_a0376,train/aew/arctic_a0376.wav,"Your price, my son, is just about thirty per week.",aew
aew_b0316,train/aew/arctic_b0316.wav,"Though the aurora still flamed, another day had begun.",aew
slt_a0400,train/slt/arctic_a0400.wav,Manuel had one besetting sin.,slt
ljm_a0192,train/ljm/arctic_a0192.wav,He did not rush in.,ljm
ljm_a0504,train/ljm/arctic_a0504.wav,He was an athlete and a giant.,ljm
bdl_b0339,train/bdl/arctic_b0339.wav,"Well, I'll be plumb gosh darned.",bdl
clb_b0074,train/clb/arctic_b0074.wav,"Yet, behind them there was another and more powerful motive.",clb
clb_a0359,train/clb/arctic_a0359.wav,Earth and gravel seemed to fill the pan.,clb
aup_a0389,train/aup/arctic_a0389.wav,"Mab, she said.",aup
awb_b0022,train/awb/arctic_b0022.wav,If I was out of the game it would be easily made.,awb
fem_a0077,train/fem/arctic_a0077.wav,"It is the fire, partly, she said.",fem
slt_b0112,train/slt/arctic_b0112.wav,Jeanne and Pierre both gazed toward the great rock.,slt
jmk_b0184,train/jmk/arctic_b0184.wav,Such things in her brain were like so many oaths on her lips.,jmk
ksp_a0271,train/ksp/arctic_a0271.wav,Now please give a plain statement of what occurred.,ksp
aup_a0077,train/aup/arctic_a0077.wav,"It is the fire, partly, she said.",aup
aup_a0489,train/aup/arctic_a0489.wav,"They were artists, not biologists.",aup
lnh_b0259,train/lnh/arctic_b0259.wav,"Her mouth opened, but instead of speaking she drew a long sigh.",lnh
slt_a0130,train/slt/arctic_a0130.wav,"She was his now, forever.",slt
rms_a0121,train/rms/arctic_a0121.wav,"They ate dinner at the fifth, and rested for two hours.",rms
ksp_b0022,train/ksp/arctic_b0022.wav,If I was out of the game it would be easily made.,ksp
slt_a0535,train/slt/arctic_a0535.wav,A new preacher and a new doctrine come to Jerusalem.,slt
ksp_b0166,train/ksp/arctic_b0166.wav,"Fast, but endure.",ksp
rms_a0355,train/rms/arctic_a0355.wav,A burst of laughter was his reward.,rms
awb_b0026,train/awb/arctic_b0026.wav,You have associated with some of these men.,awb
clb_a0241,train/clb/arctic_a0241.wav,I think it's much nicer to quarrel.,clb
ksp_a0060,train/ksp/arctic_a0060.wav,"Anyway, no one saw her like that.",ksp
axb_a0180,train/axb/arctic_a0180.wav,"If not, let's say our prayers and go to bed.",axb
slt_b0471,train/slt/arctic_b0471.wav,"Also a fellow Senator, Chauncey Depew, said.",slt
rxr_a0144,train/rxr/arctic_a0144.wav,But there was something even more startling than this resemblance.,rxr
axb_a0007,train/axb/arctic_a0007.wav,And you always want to see it in the superlative degree.,axb
rms_b0229,train/rms/arctic_b0229.wav,"I saw it all myself, and it was splendid.",rms
fem_a0350,train/fem/arctic_a0350.wav,Is that Pat Hanrahan's mug looking hungry and willing.,fem
ahw_a0567,train/ahw/arctic_a0567.wav,"Now Irvine was a man of impulse, a poet. ",ahw
axb_a0285,train/axb/arctic_a0285.wav,But what they want with your toothbrush is more than I can imagine.,axb
clb_a0147,train/clb/arctic_a0147.wav,A moment before he was intoxicated by a joy that was almost madness.,clb
rms_b0524,train/rms/arctic_b0524.wav,"So far as flags were concerned, they were beyond all jurisdiction.",rms
slt_a0170,train/slt/arctic_a0170.wav,There was none of the joy of meeting in his face.,slt
gka_a0493,train/gka/arctic_a0493.wav,"The boy, O'Brien, was specially maltreated.",gka
awb_a0308,train/awb/arctic_a0308.wav,He was pressing beyond the limits of his vocabulary.,awb
aup_a0428,train/aup/arctic_a0428.wav,It was not exactly a deportation.,aup
ljm_a0334,train/ljm/arctic_a0334.wav,He'll knock you off a few sticks in no time.,ljm
ljm_a0180,train/ljm/arctic_a0180.wav,"If not, let's say our prayers and go to bed.",ljm
rms_b0036,train/rms/arctic_b0036.wav,"He wondered, too, where Roscoe was.",rms
awb_a0402,train/awb/arctic_a0402.wav,Manuel had one besetting sin.,awb
awb_b0470,train/awb/arctic_b0470.wav,It was introduced by Representative Dick of Ohio.,awb
lnh_b0230,train/lnh/arctic_b0230.wav,"Now run along, and tell them to hurry.",lnh
gka_a0357,train/gka/arctic_a0357.wav,"A month passed by, and Bonanza Creek remained quiet.",gka
ahw_a0040,train/ahw/arctic_a0040.wav,I suppose you wonder why she is coming up here. ,ahw
slt_b0180,train/slt/arctic_b0180.wav,"I, I beg pardon, he drawled.",slt
eey_a0394,train/eey/arctic_a0394.wav,It's the strap hangers that'll keep us from going under.,eey
ksp_a0578,train/ksp/arctic_a0578.wav,But we'll just postpone this.,ksp
lnh_a0500,train/lnh/arctic_a0500.wav,Who the devil gave it to you to be judge and jury.,lnh
slt_a0546,train/slt/arctic_a0546.wav,I lost my balance and pitched head foremost into the ooze.,slt
axb_a0423,train/axb/arctic_a0423.wav,McVeigh when he returns from a trip to Honolulu.,axb
axb_a0370,train/axb/arctic_a0370.wav,He saw all men in the business game doing this.,axb
aew_b0342,train/aew/arctic_b0342.wav,Each improvement makes the value of everything else pump up.,aew
jmk_a0090,train/jmk/arctic_a0090.wav,The singing voice approached rapidly.,jmk
clb_b0419,train/clb/arctic_b0419.wav,"Your father's fifth command, he nodded.",clb
bdl_b0121,train/bdl/arctic_b0121.wav,I want my men to work by themselves.,bdl
fem_a0252,train/fem/arctic_a0252.wav,O'Brien had been a clean living young man with ideals.,fem
fem_a0347,train/fem/arctic_a0347.wav,They are greatly delighted with anything that is bright or giveth a sound.,fem
awb_a0049,train/awb/arctic_a0049.wav,Gregson was asleep when he re-entered the cabin.,awb
rms_b0239,train/rms/arctic_b0239.wav,And there was a dog that barked.,rms
clb_a0564,train/clb/arctic_a0564.wav,"Then it is as I said, Womble announced with finality.",clb
ahw_a0068,train/ahw/arctic_a0068.wav,In a flash Philip followed its direction. ,ahw
aup_a0043,train/aup/arctic_a0043.wav,It seemed nearer to him since he had seen and talked with Gregson.,aup
aew_b0023,train/aew/arctic_b0023.wav,"MacDougall, my engineer, believes it.",aew
awb_b0275,train/awb/arctic_b0275.wav,But I did not enjoy it long.,awb
awb_b0385,train/awb/arctic_b0385.wav,Last night he showed all the symptoms of coming down with pneumonia.,awb
aew_b0470,train/aew/arctic_b0470.wav,"The very thing, Ernest agreed.",aew
ljm_a0303,train/ljm/arctic_a0303.wav,But they make the mistake of ignoring their own duality.,ljm
jmk_a0276,train/jmk/arctic_a0276.wav,Oolong Atoll was one hundred and forty miles in circumference.,jmk
aew_b0370,train/aew/arctic_b0370.wav,And now behold the perversity of things.,aew
aew_a0029,train/aew/arctic_a0029.wav,Their forces were already moving into the north country.,aew
